review_id,user_name,user_type,rating,review_text,state,num_tires,amount_spent,tire_size,vehicle_type,purchase_date,usage_time_months,driving_conditions,usage_frequency,tire_brand,repeat_purchase,reported_issues,vehicle_model,recommendation,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
425,Goodman-Myers,company,3,Good tires but a bit noisy at high speeds.,Jalisco,17,1678.4,700x25c,motorcycle,2023-12-22,26,mixed,high,Bridgestone,No,noise,Wish 286,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
426,Andrew Romero,individual,2,"Great tires, very durable and reliable.",Morelos,18,4611.51,700x25c,motorcycle,2022-05-02,10,off-road,high,Continental,Yes,excellent grip,Fact 118,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
427,Buckley-Price,company,3,"Reliable and fuel-efficient, highly recommend.",Quintana Roo,3,4324.21,225/70R19.5,car,2022-05-27,20,mixed,medium,Goodyear,No,punctures,Return 656,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
428,Deborah Blackburn,individual,5,Excellent performance and smooth ride.,Nayarit,8,3217.63,225/70R19.5,motorcycle,2023-08-09,22,highway,medium,Goodyear,Yes,excellent grip,Traditional 570,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
429,Barron-Williams,company,3,"Reliable and fuel-efficient, highly recommend.",Nuevo León,1,3444.25,265/70R17,motorcycle,2023-04-22,12,off-road,high,Continental,Yes,punctures,Phone 399,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
430,Thomas Allen,individual,5,"Had frequent punctures, disappointing experience.",Veracruz,16,4658.06,225/70R19.5,bicycle,2024-09-18,21,highway,medium,Bridgestone,No,punctures,Military 916,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
431,Sarah Allen,individual,5,"Had frequent punctures, disappointing experience.",Hidalgo,6,2302.78,110/70-17,truck,2023-03-23,9,mixed,high,Goodyear,Yes,noise,Unit 662,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
432,"Wagner, Smith and Thomas",company,1,"Amazing traction and stability, very satisfied.",Guerrero,2,4145.93,700x25c,bicycle,2024-11-08,9,city,high,Pirelli,No,punctures,Yet 170,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
433,Jacob Zavala III,individual,4,"Poor grip on wet roads, I expected better.",Tabasco,11,670.89,110/70-17,motorcycle,2024-12-22,1,mixed,low,Michelin,No,fast wear,Amount 273,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
434,Mathis-Morris,company,5,"Amazing traction and stability, very satisfied.",Tabasco,7,2884.69,265/70R17,bicycle,2022-05-16,12,city,medium,Pirelli,No,punctures,Ability 368,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
435,Autumn Campbell,individual,2,Good tires but a bit noisy at high speeds.,Chihuahua,14,,110/70-17,truck,2024-04-08,8,city,high,Pirelli,No,noise,Discuss 105,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
436,Sarah Durham,individual,5,"Not worth the price, wore out too quickly.",Sonora,13,4347.92,265/70R17,car,2025-02-09,16,highway,high,Michelin,No,good traction,Audience 333,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
437,Blair-Parrish,company,3,"Had frequent punctures, disappointing experience.",Tabasco,7,1080.1,110/70-17,bicycle,2023-07-14,3,highway,high,Continental,No,punctures,Hotel 446,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
438,Ashley Cobb,individual,1,"Perfect for long highway trips, comfortable ride.",Tamaulipas,14,2988.47,225/70R19.5,motorcycle,2022-05-27,33,highway,low,Pirelli,Yes,noise,Card 654,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
439,Lucas Smith,individual,1,"Great tires, very durable and reliable.",Campeche,12,4075.88,265/70R17,car,2024-07-24,12,mixed,low,Goodyear,Yes,excellent grip,Develop 587,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
440,"Cannon, Valdez and Li",company,2,"Great tires, very durable and reliable.",Durango,4,2312.99,700x25c,motorcycle,2022-07-28,33,mixed,medium,Pirelli,Yes,excellent grip,Represent 915,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
441,Robert Williams,individual,3,"Perfect for long highway trips, comfortable ride.",Morelos,7,2104.26,110/70-17,bicycle,2023-07-10,15,highway,medium,Continental,Yes,punctures,Dinner 875,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
442,Lawson-Houston,company,5,Excellent performance and smooth ride.,Sinaloa,18,3541.1,265/70R17,truck,2024-11-22,24,off-road,low,Goodyear,Yes,good traction,Notice 879,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
443,Maria Dunn,individual,5,"Mediocre performance, I would not buy again.",Veracruz,14,2104.52,265/70R17,motorcycle,2023-12-03,33,highway,low,Pirelli,Yes,none,We 318,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
444,"Walker, Rogers and Higgins",company,1,"Amazing traction and stability, very satisfied.",Nuevo León,2,1182.77,110/70-17,truck,2024-10-02,25,city,low,Bridgestone,Yes,punctures,Teach 359,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
445,Hernandez and Sons,company,3,Excellent performance and smooth ride.,Tamaulipas,16,,265/70R17,truck,2023-08-09,9,city,low,Goodyear,No,punctures,Beat 824,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
446,James Horn,individual,1,"Amazing traction and stability, very satisfied.",Chihuahua,6,4403.77,110/70-17,motorcycle,2023-08-24,9,off-road,high,Continental,Yes,none,Product 760,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
447,Victoria Woodard,individual,2,"Perfect for long highway trips, comfortable ride.",Zacatecas,7,2720.4,225/70R19.5,car,2024-11-12,14,highway,high,Continental,Yes,good traction,Pay 801,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
448,Ashley Douglas,individual,1,Excellent performance and smooth ride.,Tabasco,14,4339.6,225/70R19.5,motorcycle,2022-03-17,16,highway,medium,Continental,No,noise,Would 183,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
449,"Smith, Brown and Cortez",company,1,"Great tires, very durable and reliable.",Veracruz,13,2668.63,225/70R19.5,truck,2024-02-29,31,highway,high,Michelin,No,good traction,Statement 763,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
450,Nicholas Thompson,individual,1,"Perfect for long highway trips, comfortable ride.",Tamaulipas,15,4763.88,700x25c,bicycle,2022-04-04,12,highway,high,Pirelli,No,good traction,Coach 125,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
452,Stephen Smith,individual,3,"Reliable and fuel-efficient, highly recommend.",San Luis Potosí,6,2764.54,265/70R17,car,2024-10-19,30,highway,medium,Goodyear,No,excellent grip,Ago 829,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
453,"Davis, Morrow and Blankenship",company,4,Excellent performance and smooth ride.,Jalisco,18,4576.87,700x25c,car,2024-08-02,14,city,high,Bridgestone,No,fast wear,Change 538,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
454,"Fisher, Johnson and Johnson",company,1,"Had frequent punctures, disappointing experience.",Nuevo León,9,4286.25,225/70R19.5,motorcycle,2025-03-02,7,mixed,high,Bridgestone,No,noise,Level 275,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
455,Harris-Schroeder,company,1,"Not worth the price, wore out too quickly.",Michoacán,12,543.81,225/70R19.5,truck,2023-09-05,20,city,low,Pirelli,Yes,fast wear,Half 407,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
456,"Yang, Davenport and Pace",company,1,"Amazing traction and stability, very satisfied.",Hidalgo,5,532.1,110/70-17,motorcycle,2023-02-26,32,mixed,high,Bridgestone,Yes,punctures,Model 901,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
457,Michael Cummings,individual,2,"Poor grip on wet roads, I expected better.",Guanajuato,10,1392.66,700x25c,bicycle,2024-09-23,4,city,medium,Pirelli,No,good traction,Anyone 707,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
458,"Foster, Buchanan and Olson",company,3,"Not worth the price, wore out too quickly.",Nayarit,6,3386.71,225/70R19.5,truck,2024-07-08,25,city,low,Continental,No,excellent grip,Eat 637,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
459,Copeland LLC,company,2,"Great tires, very durable and reliable.",Baja California Sur,11,1826.66,265/70R17,motorcycle,2025-01-23,15,highway,medium,Michelin,Yes,fast wear,Its 345,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
460,Timothy Joseph,individual,2,"Had frequent punctures, disappointing experience.",Baja California Sur,10,4154.71,225/70R19.5,car,2022-03-21,14,highway,high,Continental,No,good traction,Say 715,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
461,Meghan Finley,individual,4,"Reliable and fuel-efficient, highly recommend.",Guerrero,17,908.01,110/70-17,motorcycle,2022-03-28,15,off-road,high,Pirelli,No,punctures,Official 209,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
462,Jeffrey Hall MD,individual,1,"Had frequent punctures, disappointing experience.",México,9,1135.73,225/70R19.5,motorcycle,2022-11-28,28,city,high,Pirelli,Yes,noise,Risk 643,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
463,Daniel Stone,individual,4,Excellent performance and smooth ride.,Veracruz,10,657.94,225/70R19.5,truck,2024-08-06,27,mixed,medium,Pirelli,Yes,fast wear,Down 377,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
464,Howe-Montes,company,3,"Poor grip on wet roads, I expected better.",Coahuila,11,625.78,700x25c,car,2024-03-19,24,city,medium,Pirelli,No,good traction,Activity 733,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
465,Jessica Murphy,individual,1,"Reliable and fuel-efficient, highly recommend.",Chiapas,6,1741.56,110/70-17,truck,2023-08-30,27,highway,medium,Bridgestone,No,excellent grip,The 200,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
466,Mr. Dennis Powers,individual,1,"Poor grip on wet roads, I expected better.",Guerrero,15,3405.44,110/70-17,car,2024-07-25,24,highway,high,Continental,No,noise,Something 690,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
467,Shane Christensen,individual,4,"Amazing traction and stability, very satisfied.",Guanajuato,12,2009.05,265/70R17,bicycle,2024-03-16,5,city,medium,Pirelli,Yes,noise,Official 363,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
468,Connor Wade,individual,4,Good tires but a bit noisy at high speeds.,Tamaulipas,5,2746.66,110/70-17,truck,2022-04-18,33,mixed,high,Bridgestone,No,none,Image 430,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
469,Blankenship-Torres,company,3,"Mediocre performance, I would not buy again.",Michoacán,14,2156.64,700x25c,motorcycle,2023-01-12,20,highway,low,Pirelli,Yes,good traction,Total 760,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
470,Dustin Garza,individual,5,"Had frequent punctures, disappointing experience.",Campeche,16,3356.71,700x25c,bicycle,2023-10-05,35,off-road,low,Goodyear,No,good traction,Feeling 225,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
471,Heather Smith,individual,2,"Reliable and fuel-efficient, highly recommend.",Michoacán,8,2194.95,225/70R19.5,car,2023-01-02,6,city,high,Goodyear,No,noise,Edge 337,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
472,Simmons-Tran,company,3,"Not worth the price, wore out too quickly.",México,17,3672.23,225/70R19.5,car,2023-08-21,2,city,high,Pirelli,Yes,fast wear,Station 473,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
473,Marsh-White,company,4,"Mediocre performance, I would not buy again.",Tabasco,15,3189.35,265/70R17,motorcycle,2023-06-24,31,city,low,Pirelli,No,excellent grip,Professor 534,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
474,Oneal-Cole,company,5,"Great tires, very durable and reliable.",Hidalgo,14,3543.05,700x25c,bicycle,2023-12-19,20,off-road,medium,Michelin,No,none,Approach 848,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
475,Christopher Daniels,individual,2,"Not worth the price, wore out too quickly.",Tlaxcala,6,4594.27,110/70-17,truck,2022-06-17,3,off-road,medium,Bridgestone,Yes,excellent grip,Face 665,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
476,"Flores, Holmes and Mitchell",company,3,"Reliable and fuel-efficient, highly recommend.",Michoacán,15,1251.6,225/70R19.5,car,2025-02-13,30,city,high,Goodyear,No,noise,Pick 441,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
477,Gallegos LLC,company,2,"Mediocre performance, I would not buy again.",México,2,1224.32,110/70-17,bicycle,2023-01-12,10,mixed,high,Pirelli,Yes,noise,Debate 629,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
478,Andrea Campbell,individual,5,"Amazing traction and stability, very satisfied.",México,6,3986.61,110/70-17,bicycle,2023-05-21,16,highway,medium,Pirelli,Yes,noise,Growth 746,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
479,"Hardin, Haynes and Nunez",company,1,"Poor grip on wet roads, I expected better.",Tabasco,11,998.05,110/70-17,car,2022-11-27,33,off-road,high,Goodyear,No,good traction,See 250,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
480,Cohen-Stark,company,5,"Great tires, very durable and reliable.",Zacatecas,5,3263.12,225/70R19.5,bicycle,2024-11-12,27,mixed,medium,Bridgestone,No,fast wear,Evening 166,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
481,Alvarado Ltd,company,4,"Mediocre performance, I would not buy again.",Quintana Roo,15,4016.38,225/70R19.5,bicycle,2024-05-11,5,mixed,medium,Michelin,No,noise,Among 291,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
483,Byrd-Cummings,company,1,Excellent performance and smooth ride.,Morelos,14,1339.48,265/70R17,bicycle,2022-06-10,19,city,medium,Continental,Yes,good traction,Science 224,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
484,Ms. Lisa Ford,individual,1,"Great tires, very durable and reliable.",San Luis Potosí,17,4843.26,110/70-17,motorcycle,2024-10-22,13,highway,low,Bridgestone,Yes,punctures,My 807,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
485,David Montoya,individual,4,"Poor grip on wet roads, I expected better.",Tamaulipas,10,2456.17,110/70-17,bicycle,2022-09-21,4,city,low,Bridgestone,Yes,noise,Eat 971,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
486,Rebecca Miller,individual,3,"Reliable and fuel-efficient, highly recommend.",Baja California Sur,18,3211.37,225/70R19.5,bicycle,2023-01-18,16,off-road,high,Continental,Yes,none,Sort 334,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
487,Hernandez LLC,company,5,"Amazing traction and stability, very satisfied.",San Luis Potosí,13,1013.95,110/70-17,motorcycle,2024-11-12,14,city,high,Pirelli,No,noise,Almost 812,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
488,"Brown, James and Smith",company,2,"Perfect for long highway trips, comfortable ride.",Quintana Roo,11,3260.37,110/70-17,bicycle,2023-10-01,31,off-road,medium,Continental,Yes,noise,Keep 419,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
489,"Anderson, Douglas and Williams",company,4,Excellent performance and smooth ride.,Tamaulipas,15,1525.1,225/70R19.5,motorcycle,2022-06-30,34,mixed,low,Bridgestone,No,none,Price 376,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
490,Elizabeth Gallegos,individual,1,"Reliable and fuel-efficient, highly recommend.",Hidalgo,9,1895.12,700x25c,truck,2022-08-18,1,mixed,medium,Goodyear,Yes,good traction,Always 468,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
491,Butler-Sutton,company,4,"Reliable and fuel-efficient, highly recommend.",Yucatán,17,4009.52,225/70R19.5,truck,2022-06-15,33,off-road,medium,Continental,Yes,none,Character 795,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
492,Julie Vasquez,individual,2,"Poor grip on wet roads, I expected better.",Morelos,7,932.52,265/70R17,bicycle,2023-12-23,30,off-road,medium,Continental,Yes,good traction,Media 171,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
493,Shannon Steele,individual,3,"Amazing traction and stability, very satisfied.",Tabasco,6,4473.41,225/70R19.5,motorcycle,2022-12-05,34,mixed,medium,Continental,No,excellent grip,Government 629,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
494,Mckay-Hall,company,1,"Mediocre performance, I would not buy again.",Durango,6,2140.83,110/70-17,motorcycle,2022-10-15,25,city,medium,Continental,No,excellent grip,Cover 908,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
495,Scott Foley,individual,1,"Perfect for long highway trips, comfortable ride.",Tlaxcala,16,1348.74,265/70R17,truck,2024-11-21,25,highway,low,Michelin,Yes,good traction,Brother 711,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
496,Denise Evans,individual,1,"Had frequent punctures, disappointing experience.",Guanajuato,17,4931.86,265/70R17,bicycle,2024-10-24,1,highway,medium,Pirelli,No,fast wear,Of 696,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
497,"Dunn, Morgan and Lucas",company,2,Excellent performance and smooth ride.,Durango,15,3791.74,700x25c,motorcycle,2024-06-17,10,city,low,Goodyear,Yes,fast wear,Real 153,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
498,Duane Sanchez,individual,5,"Had frequent punctures, disappointing experience.",Durango,6,4098.92,265/70R17,bicycle,2022-12-21,2,mixed,medium,Continental,Yes,none,Professional 415,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
499,"Martin, Miller and Robinson",company,3,"Reliable and fuel-efficient, highly recommend.",Tlaxcala,11,2572.79,700x25c,truck,2022-06-29,36,off-road,low,Goodyear,Yes,excellent grip,Feeling 989,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
500,Samantha Daniels,individual,2,"Perfect for long highway trips, comfortable ride.",Tabasco,12,243.54,225/70R19.5,truck,2023-09-08,14,mixed,medium,Michelin,No,good traction,Pass 257,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
